C1	C2	C3	C4	path	path
CP014979.2_50460_69065	CP014979.2_49192_77125	100	100	sequences/CP014979.2_50460_69065.fna	sequences/CP014979.2_49192_77125.fna
CP014979.2_50460_69065	CP027410.1_4498049_4518794	63	63	sequences/CP014979.2_50460_69065.fna	sequences/CP027410.1_4498049_4518794.fna
CP014979.2_50460_69065	CP027410.1_4507167_4527049	99	99	sequences/CP014979.2_50460_69065.fna	sequences/CP027410.1_4507167_4527049.fna
CP018657.1_4624835_4658621	CP014051.2	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/CP014051.2_3003689_3050263.fna
CP018657.1_4624835_4658621	CP014051.2	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/CP014051.2_3948576_3965183.fna
CP018657.1_4624835_4658621	CP014051.2	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/CP014051.2_4476286_4504838.fna
CP018657.1_4624835_4658621	CP014051.2	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/CP014051.2_1175321_1184383.fna
CP018657.1_4624835_4658621	FQ312003.1	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/FQ312003.1_304515_350828.fna
CP018657.1_4624835_4658621	NC_003198.1_1625241_1664710_SPI2	99	99	sequences/CP018657.1_4624835_4658621.fna	sequences/NC_003198.1_1625241_1664710_SPI2.fasta
CP018657.1_4624835_4658621	SPI2	100	100	sequences/CP018657.1_4624835_4658621.fna	sequences/NC_003198.1_1625241_1664710_SPI2.fasta
CP026799.1_4231581_4255351	AE005674.2_3806404_3831722	95	95	sequences/CP026799.1_4231581_4255351.fna	sequences/AE005674.2_3806404_3831722.fna
CP027410.1_4498049_4518794	CP014979.2_29462_77183	95	95	sequences/CP027410.1_4498049_4518794.fna	sequences/CP014979.2_29462_77183.fna
CP027410.1_4498049_4518794	CP014979.2_49192_77125	95	95	sequences/CP027410.1_4498049_4518794.fna	sequences/CP014979.2_49192_77125.fna
CP027410.1_4498049_4518794	CP014979.2_50460_69065	56	56	sequences/CP027410.1_4498049_4518794.fna	sequences/CP014979.2_50460_69065.fna
CP027410.1_4498049_4518794	CP027410.1_4507167_4527049	56	56	sequences/CP027410.1_4498049_4518794.fna	sequences/CP027410.1_4507167_4527049.fna
CP027410.1_4507167_4527049	CP014979.2_29462_77183	100	100	sequences/CP027410.1_4507167_4527049.fna	sequences/CP014979.2_29462_77183.fna
CP027410.1_4507167_4527049	CP014979.2_49192_77125	99	99	sequences/CP027410.1_4507167_4527049.fna	sequences/CP014979.2_49192_77125.fna
CP027410.1_4507167_4527049	CP014979.2_50460_69065	94	94	sequences/CP027410.1_4507167_4527049.fna	sequences/CP014979.2_50460_69065.fna
CP027410.1_4507167_4527049	CP027410.1_4498049_4518794	58	58	sequences/CP027410.1_4507167_4527049.fna	sequences/CP027410.1_4498049_4518794.fna
CP028470.1_2007863_2022616	FN433596.1_952112_966690	34	34	sequences/CP028470.1_2007863_2022616.fna	sequences/FN433596.1_952112_966690.fna
CP028470.1_2007863_2022616	NC_002758.1_2127298_2148772_SaPIn1	76	76	sequences/CP028470.1_2007863_2022616.fna	sequences/NC_002758.1_2127298_2148772_SaPIn1.fasta
CP028470.1_2007863_2022616	NC_002758.1_874609_893947_SaGIm	30	30	sequences/CP028470.1_2007863_2022616.fna	sequences/NC_002758.1_874609_893947_SaGIm.fasta
CP046069_2424758_2470270	NC_011770.1_2504700_2551100	96	96	sequences/CP046069_2424758_2470270.fna	sequences/NC_011770.1_2504700_2551100.fna
CP046069_2533287_2538355	NC_011770.1_2609726_2621297	100	100	sequences/CP046069_2533287_2538355.fna	sequences/NC_011770.1_2609726_2621297.fna
CP046069_2556402_2564724	CP014051.2	32	32	sequences/CP046069_2556402_2564724.fna	sequences/CP014051.2_3003689_3050263.fna
CP046069_2556402_2564724	CP014051.2	32	32	sequences/CP046069_2556402_2564724.fna	sequences/CP014051.2_3948576_3965183.fna
CP046069_2556402_2564724	CP014051.2	32	32	sequences/CP046069_2556402_2564724.fna	sequences/CP014051.2_4476286_4504838.fna
CP046069_2556402_2564724	CP014051.2	32	32	sequences/CP046069_2556402_2564724.fna	sequences/CP014051.2_1175321_1184383.fna
CP046069_2556402_2564724	FQ312003.1	32	32	sequences/CP046069_2556402_2564724.fna	sequences/FQ312003.1_304515_350828.fna
CP046069_2556402_2564724	NC_011770.1_2639569_2647891	100	100	sequences/CP046069_2556402_2564724.fna	sequences/NC_011770.1_2639569_2647891.fna
CP046069_2632036_2744677	KT454971.1_191222_388622	35	35	sequences/CP046069_2632036_2744677.fna	sequences/KT454971.1_191222_388622.fna
CP046069_2632036_2744677	NC_011770.1_2798951_2935111	46	46	sequences/CP046069_2632036_2744677.fna	sequences/NC_011770.1_2798951_2935111.fna
CP046069_2751082_2753517	KT454971.1_191222_388622	44	44	sequences/CP046069_2751082_2753517.fna	sequences/KT454971.1_191222_388622.fna
CP046069_2751082_2753517	NC_011770.1_2798951_2935111	100	100	sequences/CP046069_2751082_2753517.fna	sequences/NC_011770.1_2798951_2935111.fna
CP046069_285777_298203	NC_011770.1_280017_292442	100	100	sequences/CP046069_285777_298203.fna	sequences/NC_011770.1_280017_292442.fna
CP046069_3221391_3272809	NC_011770.1_3390565_3410660	38	38	sequences/CP046069_3221391_3272809.fna	sequences/NC_011770.1_3390565_3410660.fna
CP046069_3769299_3777692	NC_011770.1_3945707_3954100	100	100	sequences/CP046069_3769299_3777692.fna	sequences/NC_011770.1_3945707_3954100.fna
CP046069_4592095_4616393	NC_011770.1_4768774_4790400	89	89	sequences/CP046069_4592095_4616393.fna	sequences/NC_011770.1_4768774_4790400.fna
CP046069_4762338_4768531	NC_011770.1_4965792_4973115	99	99	sequences/CP046069_4762338_4768531.fna	sequences/NC_011770.1_4965792_4973115.fna
CP046069_5615479_5626409	NC_011770.1_5572987_5583916	100	100	sequences/CP046069_5615479_5626409.fna	sequences/NC_011770.1_5572987_5583916.fna
CP046069_5700164_5727413	NC_011770.1_5656348_5683597	100	100	sequences/CP046069_5700164_5727413.fna	sequences/NC_011770.1_5656348_5683597.fna
FN433596.1_952112_966690	CP028470.1_2007863_2022616	34	34	sequences/FN433596.1_952112_966690.fna	sequences/CP028470.1_2007863_2022616.fna
FN433596.1_952112_966690	NC_002758.1_2127298_2148772_SaPIn1	34	34	sequences/FN433596.1_952112_966690.fna	sequences/NC_002758.1_2127298_2148772_SaPIn1.fasta
FQ312003.1	CP014051.2	99	98	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_3003689_3050263.fna
FQ312003.1	CP014051.2	99	98	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_3948576_3965183.fna
FQ312003.1	CP014051.2	99	98	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_4476286_4504838.fna
FQ312003.1	CP014051.2	99	98	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_1175321_1184383.fna
FQ312003.1_304515_350828	CP014051.2	100	100	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_3003689_3050263.fna
FQ312003.1_304515_350828	CP014051.2	100	100	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_3948576_3965183.fna
FQ312003.1_304515_350828	CP014051.2	100	100	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_4476286_4504838.fna
FQ312003.1_304515_350828	CP014051.2	100	100	sequences/FQ312003.1_304515_350828.fna	sequences/CP014051.2_1175321_1184383.fna
FQ312003.1_304515_350828	NC_003198.1_302488_361834_SPI6	86	83	sequences/FQ312003.1_304515_350828.fna	sequences/NC_003198.1_302488_361834_SPI6.fasta
FQ312003.1_304515_350828	SPI6	99	99	sequences/FQ312003.1_304515_350828.fna	sequences/NC_003198.1_302488_361834_SPI6.fasta
GI15_1426445_1462214	phiK96243_145390_180728	66	66	sequences/GI15_1426445_1462214.fasta	sequences/phiK96243_145390_180728.fasta
HG421741.1_198106_206761	NC_003210.1_203640_214409_LIPI-1	100	100	sequences/HG421741.1_198106_206761.fna	sequences/NC_003210.1_203640_214409_LIPI-1.fasta
NC_000913.1_2064181_2077053_CP4-44	CP001969_1124233_1185478	36	36	sequences/NC_000913.1_2064181_2077053_CP4-44.fasta	sequences/CP001969_1124233_1185478.fna
NC_000913.1_2064181_2077053_CP4-44	NC_002695.1_1370456_1456704_SpLE1	37	37	sequences/NC_000913.1_2064181_2077053_CP4-44.fasta	sequences/NC_002695.1_1370456_1456704_SpLE1.fasta
NC_000913.1_2064181_2077053_CP4-44	NC_002695.1_2738079_2751537_SpLE2	35	35	sequences/NC_000913.1_2064181_2077053_CP4-44.fasta	sequences/NC_002695.1_2738079_2751537_SpLE2.fasta
NC_002655.1_1251828_1295458_CP933M	CP001969_1432810_1479128	34	34	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/CP001969_1432810_1479128.fna
NC_002655.1_1251828_1295458_CP933M	CP001969_2105363_2183106	37	37	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/CP001969_2105363_2183106.fna
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_1626722_1669479_CP933N	50	50	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_1849488_1927638_CP933O	45	45	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_2116354_2165694_CP933R	34	34	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_2282949_2330172_CP933P	79	78	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_2743223_2788348_CP933U	46	46	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002655.1_2966382_3015014_CP933V	52	51	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_1161091_1210740_Sp4	62	62	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_1541470_1589892_Sp6	53	53	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_1757506_1815680_Sp9	67	67	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_1921414_1972525_Sp10	64	64	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_2158174_2203951_Sp11	41	41	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_2203952_2250093_Sp12	71	71	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_1251828_1295458_CP933M	NC_002695.1_2668007_2712035_Sp14	45	45	sequences/NC_002655.1_1251828_1295458_CP933M.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_1330857_1391923_BP933W	NC_002695.1_1246012_1308719_Sp5	88	88	sequences/NC_002655.1_1330857_1391923_BP933W.fasta	sequences/NC_002695.1_1246012_1308719_Sp5.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1251828_1295458_CP933M	50	50	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_1849488_1927638_CP933O	31	31	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_2282949_2330172_CP933P	52	52	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002655.1_2966382_3015014_CP933V	38	38	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002655.1_2966382_3015014_CP933V.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1541470_1589892_Sp6	87	87	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002695.1_1541470_1589892_Sp6.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1757506_1815680_Sp9	50	50	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_1921414_1972525_Sp10	45	45	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_1626722_1669479_CP933N	NC_002695.1_2203952_2250093_Sp12	51	51	sequences/NC_002655.1_1626722_1669479_CP933N.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_1678706_1693737_CP933C	NC_002695.1_1594570_1610032_Sp7	100	100	sequences/NC_002655.1_1678706_1693737_CP933C.fasta	sequences/NC_002695.1_1594570_1610032_Sp7.fasta
NC_002655.1_1702185_1752784_CP933X	CP001969_558406_615433	40	40	sequences/NC_002655.1_1702185_1752784_CP933X.fasta	sequences/CP001969_558406_615433.fna
NC_002655.1_1849488_1927638_CP933O	CP001969_1432810_1479128	43	39	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/CP001969_1432810_1479128.fna
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_2116354_2165694_CP933R	45	38	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002655.1_2116354_2165694_CP933R.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002655.1_2743223_2788348_CP933U	50	40	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002695.1_1161091_1210740_Sp4	60	46	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002695.1_1757506_1815680_Sp9	55	40	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002695.1_1757506_1815680_Sp9.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002695.1_2158174_2203951_Sp11	51	40	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002695.1_2203952_2250093_Sp12	45	31	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_1849488_1927638_CP933O	NC_002695.1_2668007_2712035_Sp14	55	44	sequences/NC_002655.1_1849488_1927638_CP933O.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_2116354_2165694_CP933R	CP001969_1284563_1331280	31	31	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/CP001969_1284563_1331280.fna
NC_002655.1_2116354_2165694_CP933R	CP001969_1432810_1479128	40	40	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/CP001969_1432810_1479128.fna
NC_002655.1_2116354_2165694_CP933R	NC_002655.1_1251828_1295458_CP933M	30	30	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002655.1_1849488_1927638_CP933O	60	60	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002655.1_2282949_2330172_CP933P	33	33	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002655.1_2282949_2330172_CP933P.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002655.1_2743223_2788348_CP933U	36	36	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002655.1_2743223_2788348_CP933U.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002695.1_1161091_1210740_Sp4	58	58	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002695.1_1161091_1210740_Sp4.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002695.1_1921414_1972525_Sp10	71	70	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002695.1_1921414_1972525_Sp10.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002695.1_2158174_2203951_Sp11	43	43	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002695.1_2158174_2203951_Sp11.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002695.1_2203952_2250093_Sp12	35	35	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002695.1_2203952_2250093_Sp12.fasta
NC_002655.1_2116354_2165694_CP933R	NC_002695.1_2668007_2712035_Sp14	56	56	sequences/NC_002655.1_2116354_2165694_CP933R.fasta	sequences/NC_002695.1_2668007_2712035_Sp14.fasta
NC_002655.1_2282949_2330172_CP933P	CP001969_2105363_2183106	34	34	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/CP001969_2105363_2183106.fna
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_1251828_1295458_CP933M	72	72	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_1251828_1295458_CP933M.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_1626722_1669479_CP933N	47	47	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_1626722_1669479_CP933N.fasta
NC_002655.1_2282949_2330172_CP933P	NC_002655.1_1849488_1927638_CP933O	45	45	sequences/NC_002655.1_2282949_2330172_CP933P.fasta	sequences/NC_002655.1_1849488_1927638_CP933O.fasta
